start pipeline configuration
start mask
finished mask
         1911383 function calls (1882899 primitive calls) in 26.152 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 common.py:314(groupby)
       12    0.000    0.000    0.000    0.000 pickle.py:194(end_framing)
        1    0.000    0.000    0.000    0.000 mathtext.py:3215(MathTextParser)
        1    0.000    0.000    0.000    0.000 axes_divider.py:497(AxesDivider)
        1    0.000    0.000    0.000    0.000 cbfimage.py:80(CbfImage)
        1    0.000    0.000    0.000    0.000 loaders.py:376(ChoiceLoader)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
       13    0.000    0.000    0.000    0.000 typing.py:1031(<genexpr>)
        1    0.000    0.000    0.000    0.000 transformsqnormrpoly.py:27(TransformSQnormRPoly)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 list.py:11(SparseList)
        1    0.000    0.000    0.000    0.000 generic.py:114(__init__)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 detectors.py:2051(RayonixLx170)
       13    0.000    0.000    0.000    0.000 exposure.py:14(<genexpr>)
        1    0.000    0.000    0.000    0.000 sqlite.py:211(RegistryRO)
        4    0.000    0.000    0.000    0.000 functoolz.py:825(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:664(ToolZoom)
        1    0.000    0.000    0.000    0.000 subprocess.py:88(TimeoutExpired)
       19    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
       14    0.000    0.000    0.000    0.000 __init__.py:927(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1178(ResourceManager)
        2    0.000    0.000    0.000    0.000 sre_parse.py:855(addgroup)
        1    0.000    0.000    0.000    0.000 pickling_support.py:23(install)
        1    0.000    0.000    0.000    0.000 pytables.py:4191(GenericTable)
        1    0.000    0.000    0.000    0.000 socket.py:533(SocketIO)
        1    0.000    0.000    0.000    0.000 json.py:293(Parser)
        1    0.000    0.000    0.000    0.000 nexus.py:124(Nexus)
        1    0.000    0.000    0.000    0.000 cbook.py:663(__init__)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:84(ParasiteAxesAuxTransBase)
        1    0.000    0.000    0.000    0.000 sessions.py:283(Session)
        1    0.000    0.000    0.000    0.000 frequencies.py:82(<listcomp>)
        1    0.000    0.000    0.000    0.000 kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 axis.py:2030(YAxis)
        1    0.000    0.000    0.000    0.000 polar.py:26(PolarTransform)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:17(Gcf)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:297(CubicTriInterpolator)
        3    0.000    0.000    0.000    0.000 weakref.py:393(__getitem__)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _pslinux.py:672(Connections)
        2    0.000    0.000    0.000    0.000 pdfgetter.py:304(_requiresConfiguration)
        1    0.000    0.000    0.000    0.000 response.py:51(GzipDecoder)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2156(invwishart_gen)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:642(Win32CPUInfo)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 adapters.py:78(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 minidom.py:924(Childless)
        1    0.000    0.000    0.000    0.000 _ode.py:966(dopri5)
        1    0.000    0.000    0.000    0.000 engines.py:133(PythonEngine)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(_Error)
       12    0.000    0.000    0.000    0.000 pickle.py:187(__init__)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        6    0.000    0.000    0.000    0.000 patches.py:1783(<listcomp>)
        1    0.000    0.000    0.000    0.000 lzma.py:37(LZMAFile)
        6    0.000    0.000    0.000    0.000 _common.py:12(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 argparse.py:1216(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 reduction.py:32(ForkingPickler)
        5    0.000    0.000    0.000    0.000 decorators.py:9(deprecate)
        1    0.000    0.000    0.000    0.000 cbook.py:336(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 geometry.py:1974(set_splineFile)
        1    0.000    0.000    0.000    0.000 selections.py:118(Selection)
        1    0.000    0.000    0.000    0.000 cookies.py:174(RequestsCookieJar)
        4    0.000    0.000    0.000    0.000 __init__.py:807(release)
        9    0.000    0.000    0.000    0.000 transformation.py:209(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3777(NotAny)
        1    0.000    0.000    0.000    0.000 locks.py:47(Condition)
        1    0.000    0.000    0.000    0.000 pdfgetter.py:346(configuration)
        1    0.000    0.000    0.000    0.000 table.py:154(CustomCell)
        2    0.000    0.000    0.000    0.000 tifffile.py:1573(<listcomp>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 axes_grid.py:169(Grid)
       13    0.000    0.000    0.000    0.000 lapack.py:478(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:391(ToolFullScreen)
        2    0.000    0.000    0.000    0.000 inference.py:53(is_list_like)
        2    0.000    0.000    0.000    0.000 tifffile.py:2585(is_contiguous)
        1    0.000    0.000    0.000    0.000 expr.py:684(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 calibration.py:1709(MultiCalib)
        4    0.000    0.000    0.000    0.000 event_streams.py:1015(<listcomp>)
        3    0.000    0.000    0.000    0.000 _core.py:116(get)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 mlab.py:2968(FormatObj)
        1    0.000    0.000    0.000    0.000 bruker100image.py:66(Bruker100Image)
        1    0.000    0.000    0.000    0.000 unix_events.py:454(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 enum.py:32(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 selectors.py:268(close)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 constructor.py:18(__init__)
        1    0.000    0.000    0.000    0.000 OXDimage.py:76(OxdImage)
        2    0.000    0.000    0.000    0.000 range.py:458(__len__)
        4    0.000    0.000    0.000    0.000 pdfgetter.py:407(<listcomp>)
        1    0.000    0.000    0.000    0.000 groupby.py:156(Grouper)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4258(Dict)
       16    0.000    0.000    0.000    0.000 six.py:72(_add_doc)
        1    0.000    0.000    0.000    0.000 runtime.py:320(BlockReference)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        1    0.000    0.000    0.000    0.000 widgets.py:1135(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 average.py:723(Average)
        4    0.000    0.000    0.000    0.000 rcsetup.py:134(validate_bool_maybe_none)
        1    0.000    0.000    0.000    0.000 collections.py:840(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 format.py:1632(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 pytables.py:4066(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.000    0.000 _version.py:308(plus_or_dot)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:353(DocumentLS)
        1    0.000    0.000    0.000    0.000 collections.py:1774(QuadMesh)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3001(logistic_gen)
        1    0.000    0.000    0.000    0.000 process.py:367(ProcessPoolExecutor)
       16    0.000    0.000    0.000    0.000 enum.py:527(value)
        1    0.000    0.000    0.000    0.000 loaders.py:37(BaseLoader)
        1    0.000    0.000    0.000    0.000 request.py:1165(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 queues.py:34(Queue)
        1    0.000    0.000    0.000    0.000 core.py:291(LiveScatter)
        1    0.000    0.000    0.000    0.000 widgets.py:264(Slider)
        1    0.000    0.000    0.000    0.000 common.py:59(is_sparse)
        1    0.000    0.000    0.000    0.000 loaders.py:421(ModuleLoader)
        5    0.000    0.000    0.000    0.000 __init__.py:377(__init__)
       32    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cine.py:187(<listcomp>)
        1    0.000    0.000    0.000    0.000 spe_stack.py:114(SpeStack)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1129(exponnorm_gen)
        3    0.000    0.000    0.000    0.000 selectors.py:65(__len__)
        1    0.000    0.000    0.000    0.000 sslproto.py:48(_SSLPipe)
        1    0.000    0.000    0.000    0.000 nonlin.py:690(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 sslproto.py:405(SSLProtocol)
        1    0.000    0.000    0.000    0.000 lexer.py:144(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyav_reader.py:29(PyAVVideoReader)
        6    0.000    0.000    0.000    0.000 shim.py:50(<listcomp>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:626(validate_bbox)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1018(dweibull_gen)
        1    0.000    0.000    0.000    0.000 patches.py:1860(_Style)
       22    0.000    0.000    0.000    0.000 expr.py:226(_op_maker)
        1    0.000    0.000    0.000    0.000 cbook.py:285(todatetime)
        1    0.000    0.000    0.000    0.000 cine.py:119(<listcomp>)
        1    0.000    0.000    0.000    0.000 test_dataset_getitem.py:276(Test1DZeroFloat)
        1    0.000    0.000    0.000    0.000 test_group.py:448(TestAdditionalMappingFuncs)
        1    0.000    0.000    0.000    0.000 pytables.py:2703(SeriesFixed)
        1    0.000    0.000    0.000    0.000 transforms.py:1714(Affine2DBase)
        1    0.000    0.000    0.000    0.000 handlers.py:57(AreaDetectorSPEHandler)
        1    0.000    0.000    0.000    0.000 utils.py:573(Cycler)
        3    0.000    0.000    0.000    0.000 _version.py:29(VersioneerConfig)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 util.py:84(GzipDecompressor)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 categorical.py:1918(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 converter.py:79(TimeConverter)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 cbook.py:1522(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 matfuncs.py:180(MatrixPowerOperator)
        2    0.000    0.000    0.000    0.000 legend_handler.py:220(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:956(MethodCache)
        1    0.000    0.000    0.000    0.000 formlayout.py:400(FormDialog)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 average.py:577(AverageWriter)
        1    0.000    0.000    0.000    0.000 backend_qt5agg.py:55(FigureCanvasQTAggBase)
        1    0.000    0.000    0.000    0.000 dates.py:792(RRuleLocator)
        1    0.000    0.000    0.000    0.000 request.py:571(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 colors.py:1085(PowerNorm)
        1    0.000    0.000    0.000    0.000 tz.py:149(tzlocal)
        1    0.000    0.000    0.000    0.000 geo.py:258(AitoffTransform)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 cgi.py:337(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 request.py:374(OpenerDirector)
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:31(GridSpecBase)
        1    0.000    0.000    0.000    0.000 excel.py:203(ExcelFile)
        1    0.000    0.000    0.000    0.000 backend_tools.py:578(ToolForward)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2571(invgamma_gen)
        1    0.000    0.000    0.000    0.000 common.py:9(Checkers)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1072(expon_gen)
       13    0.000    0.000    0.000    0.000 __init__.py:23(__init__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 collection.py:374(MultiImage)
        1    0.000    0.000    0.000    0.000 tz.py:721(tzrange)
        1    0.000    0.000    0.000    0.000 calibration.py:1602(Recalibration)
        1    0.000    0.000    0.000    0.000 detectors.py:1704(Xpad_flat)
        2    0.000    0.000    0.000    0.000 concurrent.py:168(__init__)
       12    0.000    0.000    0.000    0.000 typing.py:596(<genexpr>)
        2    0.000    0.000    0.000    0.000 decorators.py:86(set_test)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4774(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 handlers.py:19(ImageStack)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1390(TreeBuilder)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:671(inject_addons)
       12    0.000    0.000    0.000    0.000 _format.py:38(checks)
        1    0.000    0.000    0.000    0.000 selectors.py:132(BaseSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:314(CDLL)
        1    0.000    0.000    0.000    0.000 formlayout.py:215(FormWidget)
        1    0.000    0.000    0.000    0.000 mathtext.py:771(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 interpolate.py:628(_PPolyBase)
        1    0.000    0.000    0.000    0.000 backend_agg.py:435(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 testing.py:2640(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 detectors.py:927(Pilatus)
        1    0.000    0.000    0.000    0.000 utils.py:67(NotInstalledError)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
        1    0.000    0.000    0.000    0.000 dates.py:897(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 core.py:817(LiveFitPlot)
